GRP,GRP,RW,RW_forecast,Min,Max,Fehler
931.0,931.0,,79.3118178244576,71.8456754711597,85.97652205178007,
932.0,932.0,,79.33698354893357,72.05051572422363,85.8194940079572,
933.0,933.0,,79.36212662676179,71.87804382365222,86.01414439631563,
934.0,934.0,,79.38724705893905,72.08355445819576,85.56816221804888,
935.0,935.0,,79.4123448465136,72.04515842912954,85.98236546613744,
936.0,936.0,,79.43741999058504,72.15196104191847,85.75851320586565,
937.0,937.0,,79.46247249230429,71.5838304895117,86.0393533799071,
938.0,938.0,,79.48750235287339,72.10452813384926,85.7792087922706,
939.0,939.0,,79.51250957354554,71.68137806014735,85.88853854899502,
940.0,940.0,,79.53749415562488,71.72974937167461,86.254987418574,
941.0,941.0,,79.56245610046648,71.41459636418264,86.20527173093733,
942.0,942.0,,79.58739540947616,71.70088736702661,86.04744175329844,
943.0,943.0,,79.6123120841105,71.98900396336475,86.70341939239975,
944.0,944.0,,79.6372061258766,71.9007296781906,86.11961755134922,
945.0,945.0,,79.66207753633216,71.67505820046803,86.17527936033082,
946.0,946.0,,79.68692631708521,71.99619980916226,86.92381166712116,
947.0,947.0,,79.71175246979409,71.54011048327398,86.62850830256237,
948.0,948.0,,79.7365559961674,71.3655082264179,85.96687202588826,
949.0,949.0,,79.76133689796379,71.91908595010061,86.2889765724024,
950.0,950.0,,79.78609517699198,72.06371298903984,86.56965002697241,
951.0,951.0,,79.81083083511058,71.82882222503024,86.56761562888207,
952.0,952.0,,79.83554387422798,72.21520468959767,86.73474576933589,
953.0,953.0,,79.86023429630235,71.35350531384093,86.54050487424001,
954.0,954.0,,79.88490210334145,71.90057808702164,86.73483861382702,
955.0,955.0,,79.90954729740254,71.79883890908535,86.61917296578866,
956.0,956.0,,79.93416988059235,72.03129075107952,86.50930340124467,
957.0,957.0,,79.95876985506689,71.9164459337355,86.70159169614658,
958.0,958.0,,79.98334722303146,71.72421575910096,87.05307259260125,
959.0,959.0,,80.00790198674035,71.81126681440423,87.00351881778596,
960.0,960.0,,80.03243414849703,71.88206798294522,86.98760096839293,
961.0,961.0,,80.05694371065381,71.91806771551896,86.77583743159906,
962.0,962.0,,80.08143067561188,72.05925756782025,86.85126322207533,
963.0,963.0,,80.10589504582107,71.9164720129323,86.81348353855498,
964.0,964.0,,80.13033682377996,71.72716154776502,86.6816956951855,
965.0,965.0,,80.15475601203558,71.60883810652236,87.30430619910013,
966.0,966.0,,80.17915261318339,71.77168083890245,87.03185644522398,
967.0,967.0,,80.20352662986724,71.84647574549734,87.23266131835011,
968.0,968.0,,80.22787806477913,72.11591795096213,87.16483809079827,
969.0,969.0,,80.25220692065929,71.96355174905617,87.16260709928878,
970.0,970.0,,80.27651320029591,71.64511981622805,87.14814469901762,
971.0,971.0,,80.30079690652511,71.69576848071924,87.40228857281058,
972.0,972.0,,80.32505804223088,71.85332878939633,87.34332760895963,
973.0,973.0,,80.34929661034496,71.25177949083444,87.06400078441541,
974.0,974.0,,80.37351261384667,71.62270475766292,87.31059354228087,
975.0,975.0,,80.39770605576288,71.49870280374873,87.60367054076482,
976.0,976.0,,80.42187693916789,72.0162580692474,87.27339669732577,
977.0,977.0,,80.44602526718337,71.72471961311261,87.59072264141831,
978.0,978.0,,80.47015104297817,71.56871818934373,87.31873176400605,
979.0,979.0,,80.49425426976833,71.97526002106159,87.57649209683021,
980.0,980.0,,80.51833495081686,71.98796603521251,87.2130114616635,
981.0,981.0,,80.54239308943374,71.59532038062052,87.48175733123321,
982.0,982.0,,80.56642868897578,71.63468316690025,87.24005856185775,
983.0,983.0,,80.59044175284647,72.23008974907653,87.73686773920858,
984.0,984.0,,80.61443228449603,71.74450467474081,87.60990720939574,
985.0,985.0,,80.63840028742112,72.03500390653305,87.62343810526808,
986.0,986.0,,80.66234576516487,71.80876474322588,87.6595474138733,
987.0,987.0,,80.68626872131674,71.50649778454353,87.72323683477536,
988.0,988.0,,80.71016915951239,71.60909635683431,87.70323445370968,
989.0,989.0,,80.73404708343361,72.15527700909989,88.00060713064268,
990.0,990.0,,80.75790249680824,71.72517723909836,88.36089377497893,
991.0,991.0,,80.78173540341005,71.73476092094492,87.82386092990451,
992.0,992.0,,80.80554580705858,72.00248650005956,87.83095656135997,
993.0,993.0,,80.82933371161914,72.22617817286,87.962448192375,
994.0,994.0,,80.85309912100267,71.60461054116118,88.11858343065539,
995.0,995.0,,80.8768420391656,71.78564200220977,88.0272122880967,
996.0,996.0,,80.90056247010978,71.94144942152548,88.28048846650702,
997.0,997.0,,80.92426041788241,71.69758379501744,88.08596282398517,
998.0,998.0,,80.94793588657583,71.95350823944082,87.79104501642907,
999.0,999.0,,80.97158888032762,71.65680342816924,88.07528921276659,
1000.0,1000.0,,80.99521940332023,72.0280022059029,88.33255413204118,
1001.0,1001.0,,81.01882745978116,71.79346398359495,88.35201297067741,
1002.0,1002.0,,81.04241305398263,71.46167943811953,88.26149637098088,
1003.0,1003.0,,81.0659761902416,71.7726189344754,88.15454584944062,
1004.0,1004.0,,81.08951687291965,71.91841816417418,88.12977277941874,
1005.0,1005.0,,81.11303510642283,71.75815925405253,88.51938729428433,
1006.0,1006.0,,81.13653089520162,72.11515454272214,88.31864346939425,
1007.0,1007.0,,81.1600042437508,71.46763163408228,88.2846527470287,
1008.0,1008.0,,81.1834551566094,72.09677919851306,88.74882789505128,
1009.0,1009.0,,81.20688363836045,71.4564179291493,88.47763773099803,
1010.0,1010.0,,81.23028969363105,72.07983431417763,88.63533367111917,
1011.0,1011.0,,81.25367332709219,71.43691302232502,88.77085410991202,
1012.0,1012.0,,81.27703454345864,71.54681610884398,88.80784367856246,
1013.0,1013.0,,81.30037334748887,71.48808497826745,88.72589315938637,
1014.0,1014.0,,81.32368974398496,71.88599797229234,88.72516853492162,
1015.0,1015.0,,81.34698373779244,71.04341685660684,88.5041128257048,
1016.0,1016.0,,81.37025533380026,71.71415270275212,88.7585386423848,
1017.0,1017.0,,81.39350453694067,71.3142180520093,88.53258198642251,
1018.0,1018.0,,81.41673135218903,71.8930420015331,89.02669082411963,
1019.0,1019.0,,81.43993578456389,71.29176148343294,88.42291533430677,
1020.0,1020.0,,81.4631178391267,71.75537267453059,88.82633667898308,
1021.0,1021.0,,81.4862775209818,71.77161148483803,89.23466790098104,
1022.0,1022.0,,81.50941483527637,71.52019416213156,88.88540197430302,
1023.0,1023.0,,81.53252978720016,71.83366043039652,88.55187998003258,
1024.0,1024.0,,81.55562238198559,71.61248668063477,88.86005592240107,
1025.0,1025.0,,81.57869262490752,71.58082701481398,88.79450225653086,
1026.0,1026.0,,81.60174052128313,71.57890437974731,88.82453053087792,
1027.0,1027.0,,81.62476607647194,72.16496926645827,89.41894193782454,
1028.0,1028.0,,81.64776929587558,71.96570426375855,88.9809313144551,
1029.0,1029.0,,81.67075018493777,71.56927353552351,88.97316234441949,
1030.0,1030.0,,81.6937087491442,71.81772629470395,88.76174593238011,
1031.0,1031.0,,81.71664499402239,71.37013401427426,89.19954007149778,
1032.0,1032.0,,81.73955892514164,71.9788837674874,89.08289545044364,
1033.0,1033.0,,81.7624505481129,71.9099693961353,89.2685912986594,
1034.0,1034.0,,81.78531986858866,72.11077095426282,89.19694453350928,
1035.0,1035.0,,81.80816689226286,71.58567418555155,89.21939969519377,
1036.0,1036.0,,81.83099162487079,71.69324565354988,89.07758082721116,
1037.0,1037.0,,81.85379407218903,72.07680473097118,89.65357781825551,
1038.0,1038.0,,81.87657424003524,71.48346368932441,89.09903972968883,
1039.0,1039.0,,81.89933213426812,71.89518691199459,89.35874160260316,
1040.0,1040.0,,81.92206776078739,71.69808361362085,89.26866923634189,
1041.0,1041.0,,81.94478112553351,71.46077003494145,89.18221281630309,
1042.0,1042.0,,81.96747223448776,71.26508847444488,89.71547065909218,
1043.0,1043.0,,81.99014109367198,71.64835345250216,89.40015185255695,
1044.0,1044.0,,82.01278770914858,71.87552572070646,89.72736753062648,
1045.0,1045.0,,82.03541208702039,71.4153947875741,89.69397224239954,
1046.0,1046.0,,82.0580142334306,71.77010007870234,89.64170496266836,
1047.0,1047.0,,82.08059415456255,71.52191859452395,89.71447571244069,
1048.0,1048.0,,82.10315185663976,72.03657245878638,89.84766536377512,
1049.0,1049.0,,82.12568734592574,71.5705610453121,89.89543442407614,
1050.0,1050.0,,82.14820062872398,72.14782524871005,90.04005768605055,
1051.0,1051.0,,82.1706917113777,71.59290512120891,89.86655564104626,
1052.0,1052.0,,82.19316060026988,71.70369677844785,89.51188123619687,
1053.0,1053.0,,82.2156073018231,71.52838721264476,90.0625130922509,
1054.0,1054.0,,82.23803182249944,71.80085221787965,89.98018844540749,
1055.0,1055.0,,82.26043416880043,71.61727167604847,89.66309480415188,
1056.0,1056.0,,82.28281434726686,71.63789523567011,89.99633095472149,
1057.0,1057.0,,82.30517236447875,71.73007689770179,90.07633554494411,
1058.0,1058.0,,82.3275082270552,71.39067935943945,89.98656651168143,
1059.0,1059.0,,82.34982194165433,71.27457491079859,89.79223562972263,
1060.0,1060.0,,82.37211351497312,71.13467609429813,90.16500197529686,
1061.0,1061.0,,82.39438295374738,71.64506607797671,90.16507511370364,
1062.0,1062.0,,82.41663026475162,71.73967611590452,90.32343487052042,
1063.0,1063.0,,82.43885545479893,71.50857278698741,90.56171938845462,
1064.0,1064.0,,82.46105853074081,71.72006447127184,90.07190173966501,
1065.0,1065.0,,82.48323949946733,71.18800054755602,90.24272270324875,
1066.0,1066.0,,82.50539836790666,71.47239388016831,90.52337339220824,
1067.0,1067.0,,82.52753514302523,71.37396695655195,90.43156228365967,
1068.0,1068.0,,82.5496498318276,71.24594739924345,90.26698472460143,
1069.0,1069.0,,82.5717424413562,71.16975203809888,90.61245642027087,
1070.0,1070.0,,82.59381297869142,71.69858775431392,90.45678026682245,
1071.0,1071.0,,82.61586145095139,71.47643393162454,90.30170974657203,
1072.0,1072.0,,82.63788786529196,71.68211246435025,90.35230249304233,
1073.0,1073.0,,82.65989222890644,72.06957662516793,90.28455548496397,
1074.0,1074.0,,82.68187454902576,71.12766498660206,90.0331884274354,
1075.0,1075.0,,82.70383483291812,71.44183491675454,90.73133672878295,
1076.0,1076.0,,82.72577308788897,71.09358750637392,90.16643747170352,
1077.0,1077.0,,82.74768932128103,71.66552429333584,90.70894968234887,
1078.0,1078.0,,82.76958354047395,71.26962485825372,90.5949303149188,
1079.0,1079.0,,82.79145575288447,71.00621169073527,90.44140160887298,
1080.0,1080.0,,82.81330596596608,71.36792852678587,90.65917866695196,
1081.0,1081.0,,82.8351341872091,71.61212444517501,90.75195595299697,
1082.0,1082.0,,82.85694042414049,71.33520301479884,90.68526743104225,
1083.0,1083.0,,82.87872468432373,71.47441663200773,90.65585478851894,
1084.0,1084.0,,82.90048697535879,71.51917102654113,90.79147036771283,
1085.0,1085.0,,82.922227304882,70.86909307295568,90.8236868751038,
1086.0,1086.0,,82.9439456805659,71.42501139865828,91.20204552010838,
1087.0,1087.0,,82.96564211011922,71.4912254196137,90.86859466745005,
1088.0,1088.0,,82.9873166012867,71.59351259761196,90.93415028073312,
1089.0,1089.0,,83.00896916184904,71.37569351711365,90.70982017920693,
1090.0,1090.0,,83.03059979962282,71.17442322069907,90.67364455034769,
1091.0,1091.0,,83.05220852246032,71.30048190872633,91.05589154203493,
1092.0,1092.0,,83.07379533824947,71.28960187254924,91.0395776620517,
1093.0,1093.0,,83.09536025491374,71.45489035418,91.119390728031,
1094.0,1094.0,,83.11690328041207,71.39344350344474,91.41307589786061,
1095.0,1095.0,,83.13842442273871,71.3574575392005,91.10251229810231,
1096.0,1096.0,,83.15992368992315,70.66455253658214,90.87974314587657,
1097.0,1097.0,,83.18140109003002,71.75654730074363,91.09001521085415,
1098.0,1098.0,,83.20285663115897,71.70279550366133,91.18459716804534,
1099.0,1099.0,,83.22429032144461,70.68818571663597,91.80560296773396,
1100.0,1100.0,,83.2457021690564,71.2180971075251,91.25170712715918,
