GRP,GRP,RW,RW_forecast,Min,Max,Fehler
869.0,869.0,,77.70730817948913,71.73486259416327,83.58630615319385,
870.0,870.0,,77.7338777336238,71.79579778889519,83.00053415463782,
871.0,871.0,,77.7604246837963,71.72215819900208,83.59071980469653,
872.0,872.0,,77.786949027628,71.58907339515142,83.83509746909847,
873.0,873.0,,77.8134507627973,71.57760817821409,83.66476034789163,
874.0,874.0,,77.83992988703994,71.84001462391905,83.37597917886814,
875.0,875.0,,77.8663863981486,71.56333861465129,83.93367767332592,
876.0,876.0,,77.89282029397292,71.79301669229831,83.7213565266148,
877.0,877.0,,77.91923157241948,71.68849946095268,83.80719057242564,
878.0,878.0,,77.94562023145157,71.7275987976966,83.86561193139559,
879.0,879.0,,77.97198626908926,71.44209526604722,83.6402569049453,
880.0,880.0,,77.99832968340915,71.5814349993652,83.83120077609304,
881.0,881.0,,78.02465047254442,71.77013489533915,83.65588407660034,
882.0,882.0,,78.05094863468466,71.53257489567297,84.06723193954683,
883.0,883.0,,78.07722416807577,71.44139299101887,83.73885988086566,
884.0,884.0,,78.10347707101994,71.86835257316886,83.8360576832888,
885.0,885.0,,78.1297073418755,71.48069100177115,84.03722155613171,
886.0,886.0,,78.15591497905686,71.88003609855066,83.97540608743329,
887.0,887.0,,78.18209998103438,71.93959082440271,84.33405668509259,
888.0,888.0,,78.20826234633438,71.79024188216844,84.02925367779929,
889.0,889.0,,78.23440207353885,71.76657054810782,84.12328475646247,
890.0,890.0,,78.26051916128563,71.65216712795197,84.2652884093178,
891.0,891.0,,78.28661360826808,71.75328984455882,84.41109702825496,
892.0,892.0,,78.31268541323513,71.37721598378602,84.26889565391636,
893.0,893.0,,78.33873457499114,71.7121700206726,84.18937986835525,
894.0,894.0,,78.36476109239578,71.53885255542878,84.34243667673712,
895.0,895.0,,78.39076496436398,71.46222676651226,84.2785172040923,
896.0,896.0,,78.41674618986589,71.65833597130268,84.7550022040878,
897.0,897.0,,78.4427047679266,71.6378041541774,84.25369828014301,
898.0,898.0,,78.46864069762633,71.91363761227142,84.46773642141223,
899.0,899.0,,78.49455397810004,71.63217327904223,84.4654580626918,
900.0,900.0,,78.52044460853756,71.75527804033864,84.51590990644033,
901.0,901.0,,78.54631258818344,71.77823797139729,85.1009939220184,
902.0,902.0,,78.57215791633674,72.15363969468336,84.4859835640554,
903.0,903.0,,78.59798059235112,71.23762030789568,84.92825075075572,
904.0,904.0,,78.62378061563463,71.66212512742078,84.70663786595304,
905.0,905.0,,78.64955798564961,71.26897604771789,84.46379590517996,
906.0,906.0,,78.67531270191266,71.67922810230806,84.61691839721242,
907.0,907.0,,78.70104476399459,71.80812414312796,85.01302160887928,
908.0,908.0,,78.72675417152011,72.20487502752718,84.64800217994929,
909.0,909.0,,78.75244092416801,71.9952292010353,84.81661626531395,
910.0,910.0,,78.7781050216709,71.95959718461091,85.1749229603713,
911.0,911.0,,78.8037464638151,71.91065156558976,85.15805615052939,
912.0,912.0,,78.82936525044069,71.86514841347362,84.99737666631363,
913.0,913.0,,78.85496138144124,71.79657610638047,85.2205606959416,
914.0,914.0,,78.88053485676392,71.77538732963374,84.91695372336956,
915.0,915.0,,78.9060856764091,71.97348241766585,84.76600554897796,
916.0,916.0,,78.93161384043067,71.65482043491798,85.55465097149089,
917.0,917.0,,78.95711934893554,71.53480961998649,84.85204660813565,
918.0,918.0,,78.98260220208381,71.86526936695805,85.28000438173932,
919.0,919.0,,79.00806240008856,71.6961416885199,85.16697709577107,
920.0,920.0,,79.03349994321582,71.631108157066,85.33657983384103,
921.0,921.0,,79.05891483178436,71.98104510533767,85.55165467368104,
922.0,922.0,,79.08430706616578,71.7461799402903,85.31867304331197,
923.0,923.0,,79.10967664678422,71.62050531924928,85.6618235405269,
924.0,924.0,,79.13502357411642,71.46291801342487,85.19328326891531,
925.0,925.0,,79.16034784869149,72.13018011824101,85.38694661242837,
926.0,926.0,,79.18564947109094,71.828203772169,85.63299350046385,
927.0,927.0,,79.21092844194848,71.9749538952223,85.55317531398373,
928.0,928.0,,79.23618476195003,72.09011911867528,85.58193942479735,
929.0,929.0,,79.26141843183348,72.03046446752636,85.49289597607279,
930.0,930.0,,79.28662945238877,71.67818964977683,86.02707875318805,
